ticker,company,price,marketCap,need,r1_score,reason
ALB,Albemarle Corporation Common Stock,133.18,15715913491.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
AA,Alcoa Corporation Common Stock ,51.28,13533276340.0,materials,30,"R1: need alignment below threshold (score 10/30, need=materials)"
ANNA,AleAnna Inc. Class A Common Stock,2.7,180722880.0,energy,23,"R1: need alignment below threshold (score 8/30, need=energy)"
ALRS,Alerus Financial Corporation Common Stock,33.07,823550081.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
ALX,Alexander's Inc. Common Stock,270.69,1382492330.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
ARE,Alexandria Real Estate Equities Inc. Common Stock,52.9,9217696453.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
AGMJF,Algoma Central Corporation,17.67,716833280.0,transport,34,"R1: need alignment below threshold (score 16/30, need=transport)"
ASTL,Algoma Steel Group Inc. Common Shares,3.99,420500590.0,materials,25,"R1: need alignment below threshold (score 10/30, need=materials)"
BABAF,Alibaba Group Holding Limited,15.25,292418584576.0,retail,25,"R1: need alignment below threshold (score 5/30, need=retail)"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,119.44,286282612736.0,retail,25,"R1: need alignment below threshold (score 5/30, need=retail)"
ALGN,Align Technology Inc. Common Stock,159.61,11338671104.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
ANCTF,Alimentation Couche-Tard Inc.,61.61,56555679744.0,retail,24,"R1: need alignment below threshold (score 4/30, need=retail)"
ALORY,Alior Bank S.A.,14.74,3848731648.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
ALYAF,Alithya Group inc,0.7257,70222760.0,software:health,30,"R1: need alignment below threshold (score 18/30, need=software:health)"
ALKT,Alkami Technology Inc. Common Stock,20.13,2152742144.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
AIFA,All In FutureTech Alliance Inc. Common Stock,3.12,20031386.0,discretionary,8,"R1: need alignment below threshold (score 3/30, need=discretionary)"
ALGT,Allegiant Travel Company Common Stock,82.32,2250444032.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
ALLE,Allegion plc Ordinary Shares,160.37,13637348352.0,software:health,38,"R1: need alignment below threshold (score 18/30, need=software:health)"
ALEGF,Allegro.eu S.A.,8.23,8338780160.0,retail,25,"R1: need alignment below threshold (score 5/30, need=retail)"
SAMHF,Alleima AB (publ),12.1114,3031165440.0,materials,30,"R1: need alignment below threshold (score 10/30, need=materials)"
ALAVF,Alliance Aviation Services Limited,0.3733,60124012.0,transport,30,"R1: need alignment below threshold (score 18/30, need=transport)"
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,5.51,280897761.0,discretionary,25,"R1: need alignment below threshold (score 10/30, need=discretionary)"
ALGGY,"Alliance Global Group, Inc.",7.5,1303323648.0,conglomerate,30,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
AB,ALLIANCEBERNSTEIN HOLDING L.P.,36.92,3436336896.0,finance,22,"R1: need alignment below threshold (score 2/30, need=finance)"
ALIZY,Allianz SE,52.52,199201144832.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
ALEDY,Allied Group Limited,5.0,702736896.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
AAUC,Allied Gold Corporation Common Shares,23.79,3315086336.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
APYRF,Allied Properties Real Estate Investment Trust,6.6,1292049792.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
ALLT,Allot Ltd. Ordinary Shares,7.615,372549399.0,infrastructure,33,"R1: need alignment below threshold (score 18/30, need=infrastructure)"
ALRHF,Allreal Holding AG,258.0,4260741632.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
ALL,Allstate Corporation (The) Common Stock,257.62,65141265079.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
ALLY,Ally Financial Inc. Common Stock,42.6,12958906922.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
ABDBY,Alm. Brand A/S,5.0,3407742976.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
AAUAF,ALMADEN MINERALS LTD,0.18,24725374.0,materials,8,"R1: need alignment below threshold (score 3/30, need=materials)"
AAMMF,Almadex Minerals Ltd.,0.33,20232596.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
ALM,Almonty Industries Inc. Common Shares,18.93,5453903446.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
AWLNF,ALNG ASA,0.32,70065456.0,energy,24,"R1: need alignment below threshold (score 12/30, need=energy)"
ALPKF,"ALPEK, S.A.B. de C.V.",0.72,1511217536.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
ALBKY,Alpha Bank S.A.,1.28,11819928576.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
ALP,Alpha Compute Corp Common Stock,0.1677,12995474.0,finance,9,"R1: need alignment below threshold (score 4/30, need=finance)"
ALXPF,Alpha Exploration Ltd.,0.3944,41666400.0,materials,12,"R1: need alignment below threshold (score 3/30, need=materials)"
TETAB,"Alpha G Investment Management, Inc.",12.83,20544576.0,finance,9,"R1: need alignment below threshold (score 4/30, need=finance)"
ALHPF,Alpha HPA Limited,0.4311,625912576.0,materials,28,"R1: need alignment below threshold (score 10/30, need=materials)"
AMOD,Alpha Modus Holdings Inc. Class A Common Stock,3.79,18824240.0,conglomerate,15,"R1: need alignment below threshold (score 10/30, need=conglomerate)"
AOAO,Alpha One Inc.,3.55,38954460.0,infrastructure,23,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
APT,Alpha Pro Tech Ltd. Common Stock,5.36,54705328.0,infrastructure,28,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
ATGL,Alpha Technology Group Limited Class A Ordinary Shares,6.9,113591248.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
GOOGL,Alphabet Inc. Class A Common Stock,346.96,4243298189312.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,49.22,601960600000.0,software,30,"R1: need alignment below threshold (score 10/30, need=software)"
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,48.79,596701700000.0,software,30,"R1: need alignment below threshold (score 10/30, need=software)"
AFMJF,Alphamin Resources Corp.,1.12,1442307456.0,materials,26,"R1: need alignment below threshold (score 8/30, need=materials)"
APPLF,"AlphaPolis Co., Ltd.",6.0,174367040.0,media,19,"R1: need alignment below threshold (score 4/30, need=media)"
ALTB,Alpine Auto Brokers Inc.,10.0,9960999936.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
ALPIB,ALPINE BANKS OF COLORADO,49.2,659773632.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
PINE,Alpine Income Property Trust Inc. Common Stock,19.71,347304234.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
CPBLF,ALS Limited,14.5,8292622848.0,software:health,34,"R1: need alignment below threshold (score 14/30, need=software:health)"
ALSSF,"Alsea, S.A.B. de C.V.",2.41,1911521024.0,food-service,26,"R1: need alignment below threshold (score 8/30, need=food-service)"
AEI,Alset Inc. Common Stock (TX),1.59,61844370.0,shelter,20,"R1: need alignment below threshold (score 8/30, need=shelter)"
SOHGF,"Alsok Co.,Ltd.",7.85,3815588352.0,software:transport,38,"R1: need alignment below threshold (score 18/30, need=software:transport)"
EQTRF,Altamira Gold Corp.,0.1628,48295928.0,materials,12,"R1: need alignment below threshold (score 3/30, need=materials)"
ATRRF,Altarea SCA,110.0,2721419008.0,y-unmapped,28,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
ABLGF,Alten S.A.,63.0,2150969088.0,software:health,38,"R1: need alignment below threshold (score 18/30, need=software:health)"
AIKO,Alternative Investment Corporation,0.9833,15317435.0,finance,9,"R1: need alignment below threshold (score 4/30, need=finance)"
ALTI,AlTi Global Inc. Class A Common Stock,4.02,626892597.0,finance,20,"R1: need alignment below threshold (score 2/30, need=finance)"
ASPS,Altisource Portfolio Solutions S.A. Common Stock,5.485,62639830.0,services,18,"R1: need alignment below threshold (score 6/30, need=services)"
ALTO,Alto Ingredients Inc. Common Stock,3.99,309494580.0,infrastructure,27,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
ASGTF,Altus Group Limited,35.0,1197740160.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
ALMMF,ALUMINUM CORP OF CHINA LTD,1.09,18698919936.0,materials,30,"R1: need alignment below threshold (score 10/30, need=materials)"
ALZCF,AlzChem Group AG,184.9,1871864448.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
AMXOF,"América Móvil, S.A.B. de C.V.",1.18,70699696128.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
AMGRF,AMA Group Limited,0.3112,149770304.0,transport,23,"R1: need alignment below threshold (score 8/30, need=transport)"
AFGZF,Amadeus FiRe AG,86.34,469012416.0,services,20,"R1: need alignment below threshold (score 5/30, need=services)"
AMADY,"Amadeus IT Group, S.A.",67.01,28143308800.0,software:health,38,"R1: need alignment below threshold (score 18/30, need=software:health)"
AMAL,Amalgamated Financial Corp. Common Stock (DE),48.42,1447765118.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
AXREF,AMARC RESOURCES LTD,0.795,179326048.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
AMRQF,AMAROQ LTD.,1.42,662066624.0,materials,21,"R1: need alignment below threshold (score 3/30, need=materials)"
AMSS,AMASS Brands Inc. Common Stock,0.99,11489030.0,food,19,"R1: need alignment below threshold (score 14/30, need=food)"
AMCUF,Amata Corporation Public Company Limited,0.4445,534472160.0,shelter,28,"R1: need alignment below threshold (score 10/30, need=shelter)"
AMZN,Amazon.com Inc. Common Stock,261.06,2815875021106.0,retail,25,"R1: need alignment below threshold (score 5/30, need=retail)"
ABCP,AmBase Corp,0.29,24632080.0,shelter,13,"R1: need alignment below threshold (score 8/30, need=shelter)"
AMBR,Amber International Holding Limited American Depositary Shares,1.08,101817271.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),2.93,46181601555.0,food,34,"R1: need alignment below threshold (score 14/30, need=food)"
AHMA,Ambitions Enterprise Management Co. L.L.C Class A Ordinary Shares,1.43,42506750.0,discretionary,12,"R1: need alignment below threshold (score 3/30, need=discretionary)"
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,2.65,2365402291.0,media,22,"R1: need alignment below threshold (score 2/30, need=media)"
AMCX,AMC Global Media Inc. Class A Common Stock,12.85,530062127.0,media,24,"R1: need alignment below threshold (score 6/30, need=media)"
AMCI,AMC Robotics Corporation Common Stock,4.9,113711473.0,shelter,25,"R1: need alignment below threshold (score 10/30, need=shelter)"
AMCCF,Amcor plc,44.18,20426432512.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
AMCR,Amcor plc Ordinary Shares,47.27,21855080766.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
DOX,Amdocs Limited Ordinary Shares,62.31,6506098688.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
AMEN,"AMEN Properties, Inc.",600.0,31354200.0,finance,13,"R1: need alignment below threshold (score 4/30, need=finance)"
AMTM,Amentum Holdings Inc. Common Stock,20.26,4953699840.0,software:transport,36,"R1: need alignment below threshold (score 16/30, need=software:transport)"
AS,Amer Sports Inc. Ordinary Shares,31.59,17616712755.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
AMTB,Amerant Bancorp Inc. Class A Common Stock,28.6,1120829939.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
AMX,AMERICA MOVIL SAB DE CV/,23.82,71358758912.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
CRMT,America's Car-Mart Inc Common Stock,2.35,20359209.0,transport,13,"R1: need alignment below threshold (score 8/30, need=transport)"
AAL,American Airlines Group Inc. Common Stock,13.95,9234480128.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
AAT,American Assets Trust Inc. Common Stock,23.09,1417823278.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
ABAT,American Battery Technology Company Common Stock,2.59,353313319.0,materials,25,"R1: need alignment below threshold (score 10/30, need=materials)"
ACRG,"American Clean Resources Group, Inc.",10.86,153140304.0,materials,18,"R1: need alignment below threshold (score 3/30, need=materials)"
ACIC,American Coastal Insurance Corporation Common Stock,9.4,444355183.0,finance,21,"R1: need alignment below threshold (score 6/30, need=finance)"
AMEGF,American Eagle Gold Corp.,0.92,188528816.0,materials,18,"R1: need alignment below threshold (score 3/30, need=materials)"
AEO,American Eagle Outfitters Inc. Common Stock,16.73,2803501861.0,clothing,25,"R1: need alignment below threshold (score 5/30, need=clothing)"
AXP,American Express Company Common Stock,335.95,226870338396.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,16.2,1343327749.0,finance,24,"R1: need alignment below threshold (score 6/30, need=finance)"
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,17.9,1484294241.0,finance,24,"R1: need alignment below threshold (score 6/30, need=finance)"
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,20.49,1699060838.0,finance,24,"R1: need alignment below threshold (score 6/30, need=finance)"
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,20.58,1706523770.0,finance,24,"R1: need alignment below threshold (score 6/30, need=finance)"
AFG,American Financial Group Inc. Common Stock,143.66,11912497806.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
AMFN,"American Fusion, Inc.",0.16,259045488.0,infrastructure,31,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
AHR,American Healthcare REIT Inc. Common Stock,57.05,13303215660.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,34.56,12413258865.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
AII,American Integrity Insurance Group Inc. Common Stock,26.34,516090867.0,finance,24,"R1: need alignment below threshold (score 6/30, need=finance)"
AIG,American International Group Inc. New Common Stock,76.38,39938580248.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
AMLIF,American Lithium Corp.,0.3148,80990048.0,materials,20,"R1: need alignment below threshold (score 8/30, need=materials)"
AOUT,American Outdoor Brands Inc. Common Stock ,10.61,132700543.0,discretionary,18,"R1: need alignment below threshold (score 3/30, need=discretionary)"
AOREF,American Overseas Group Limited,1000.0,46979000.0,finance,14,"R1: need alignment below threshold (score 5/30, need=finance)"
USGDF,AMERICAN PACIFIC MINING CORP,0.11599,30701156.0,materials,12,"R1: need alignment below threshold (score 3/30, need=materials)"
APHP,American Picture House Corp,0.1,11469193.0,shelter,23,"R1: need alignment below threshold (score 18/30, need=shelter)"
APEI,American Public Education Inc. Common Stock,46.22,845897317.0,services,24,"R1: need alignment below threshold (score 6/30, need=services)"
ARL,American Realty Investors Inc. Common Stock,15.33,247610819.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
NYC,American Strategic Investment Co. Class A Common Stock,6.38,20183972.0,shelter,13,"R1: need alignment below threshold (score 8/30, need=shelter)"
AMSC,American Superconductor Corporation Common Stock,29.65,1436309540.0,infrastructure,33,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
AMT,American Tower Corporation (REIT) Common Stock,178.57,83206485771.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
